document_id,case title,judges name(s),date of judgment,citation,issues,decision,cited cases,all_text
195,Rastogi vs Som,"R. F. Nariman, A. K. Sikri, Dipak Misra","17 April, 2016",,Bail under CrPC,-1,Aruna Shanbaug v. Union of India|Keshavananda Bharati v. State of Kerala,Incidunt veniam optio ipsa dolore debitis excepturi tenetur. Unde excepturi perspiciatis veniam iste molestiae. Doloremque ipsa esse vero saepe maxime. Nemo accusantium perspiciatis explicabo. Earum placeat quo repellat quae sint. Fugiat doloribus consequatur. Doloribus voluptate ducimus incidunt sed sed. Aspernatur nam excepturi perferendis expedita laboriosam officiis. Maiores dignissimos eligendi explicabo. Enim dolores quidem omnis eligendi.
196,Bhatt vs Handa,"R. F. Nariman, Arun Mishra, N. V. Ramana","07 December, 2018",,Contract breach|Property dispute|Section 307 in The Indian Penal Code,1,A. R. Antulay v. R. S. Nayak|Maneka Gandhi v. Union of India|Vishaka v. State of Rajasthan,Mollitia at pariatur voluptas consequatur sapiente tenetur. Aliquid facilis magnam maiores deserunt sit corrupti. Voluptatum alias quod tempora libero earum. Dolorum quod placeat quae fuga qui iste culpa. Debitis sequi assumenda. Commodi velit rem odio in itaque repudiandae. Maiores quo nemo eius dicta inventore nam earum. Quis voluptates labore dolorum. Reprehenderit alias id beatae soluta.
197,Bansal vs Kuruvilla,"A. K. Sikri, D. Y. Chandrachud","05 June, 2023",,Section 149 in The Indian Penal Code,1,S. P. Gupta v. President of India,Nam voluptatibus fugit voluptate. Libero quos praesentium sapiente debitis quis quia. Eligendi ipsum repudiandae sapiente. Nam natus porro officiis. Officia explicabo voluptas unde excepturi. Ut esse cupiditate. Odit cum unde molestias beatae eveniet id.
198,Badal vs Kaul,A. K. Sikri,"01 November, 2020",,Section 302 in The Indian Penal Code,-1,MC Mehta v. Union of India|A. R. Antulay v. R. S. Nayak|Indira Nehru Gandhi v. Raj Narain|Vishaka v. State of Rajasthan,Voluptates iste autem distinctio. Esse voluptas at voluptas qui dolores harum. Qui qui sit cumque libero dicta. Rem laborum repellendus blanditiis quae consequatur temporibus nulla. Animi totam hic iure. Cum repellendus eveniet nisi unde sunt eaque. Vero laboriosam blanditiis repudiandae dolores. Excepturi quis totam corrupti eveniet. Cupiditate aspernatur voluptas.
199,Tailor vs Savant,"Dipak Misra, R. F. Nariman, D. Y. Chandrachud","23 June, 2019",,Property dispute|Corporate fraud,-1,MC Mehta v. Union of India|Keshavananda Bharati v. State of Kerala,Officia quod fugit enim aspernatur itaque aut quia. Vero libero reiciendis rerum reiciendis cupiditate inventore. Inventore recusandae aperiam temporibus quos neque adipisci incidunt. Excepturi itaque nihil facere eius autem quisquam. Corporis aliquid excepturi reprehenderit laudantium esse odit. Quasi nemo labore ut quasi repellat. Quidem sequi nihil eum cupiditate magnam. Rem accusamus explicabo qui. Quis aliquam adipisci consequuntur. Nostrum dolorum delectus reiciendis. Illo soluta vel explicabo distinctio.
200,Lad vs Sangha,"D. Y. Chandrachud, Indu Malhotra","13 May, 2021",,Section 302 in The Indian Penal Code,1,Maneka Gandhi v. Union of India|MC Mehta v. Union of India|Aruna Shanbaug v. Union of India|S. P. Gupta v. President of India,Illo iure deleniti deleniti assumenda aut. Dolorum esse animi neque dolores ex sapiente. Quis illo architecto culpa necessitatibus dolorum earum. Ullam non adipisci quas. Eius blanditiis debitis placeat similique. Voluptatem eveniet nesciunt sed accusamus nam. Rerum totam consequatur excepturi. Necessitatibus est fuga fugit expedita excepturi. Praesentium molestiae explicabo minima in. Totam placeat nisi modi quos mollitia quas.
201,Wali vs Golla,Dipak Misra,"23 August, 2023",,Labour Laws|Contract breach,1,MC Mehta v. Union of India,Saepe neque temporibus dolores ea quos in. Veniam ducimus ipsam facilis. Ut tempora aperiam adipisci dolorum cupiditate. Laudantium ducimus aliquid repellat reprehenderit rem iure. Quasi soluta aliquid necessitatibus at reprehenderit. Sit sunt tenetur rem vel. Et suscipit dolorem quod possimus recusandae. Pariatur libero libero molestiae voluptate ea necessitatibus. Tenetur fugiat doloremque doloremque illo. Sit rem ex a quis velit.
202,Khanna vs Bera,Arun Mishra,"18 September, 2022",,Labour Laws|Contract breach|Consumer Protection Act,1,Vishaka v. State of Rajasthan|Indira Nehru Gandhi v. Raj Narain|MC Mehta v. Union of India|Aruna Shanbaug v. Union of India,Tempore consectetur at earum tempora. Cupiditate incidunt aliquam facere incidunt libero. Aperiam repudiandae laudantium tenetur asperiores cupiditate esse. Iure incidunt delectus porro ut corrupti placeat. Sint perspiciatis deleniti assumenda maiores. Optio incidunt minus provident rem non voluptates. Sint molestiae doloremque. Asperiores modi odit minus. Praesentium excepturi mollitia at totam. Sapiente qui tempore aut molestias fugiat.
203,Borde vs Bhat,"Arun Mishra, A. K. Sikri, R. F. Nariman","23 May, 2018",,Labour Laws|Consumer Protection Act,1,Olga Tellis v. Bombay Municipal Corporation,Et alias eum alias laborum pariatur hic illo. Dolor fugit assumenda non quod. Provident deleniti nemo. Numquam perferendis illum suscipit cum omnis debitis. Voluptas magni voluptatum nobis ipsum asperiores. Odio eveniet perferendis iusto. Natus atque a accusantium ipsa quisquam blanditiis. Est tempora maxime magnam quos quas placeat. Quas facilis est odio consequuntur est aliquid dolorem.
204,Tank vs Mandal,"Arun Mishra, Kurian Joseph","15 February, 2023",,Corporate fraud,1,Keshavananda Bharati v. State of Kerala|Maneka Gandhi v. Union of India|Aruna Shanbaug v. Union of India|Vishaka v. State of Rajasthan,Soluta ipsa assumenda natus. Porro tenetur asperiores exercitationem. Blanditiis sit doloribus eos. Fugiat quis sed. Cupiditate quis dolores quis earum nulla debitis ullam. Accusantium laudantium nisi. Ad assumenda a iste. Quisquam sunt sed placeat maiores facilis eius. Incidunt nihil sapiente quidem. Consequuntur qui vitae.
205,Thaker vs Bansal,"R. F. Nariman, N. V. Ramana","27 May, 2022",,Property dispute,-1,S. P. Gupta v. President of India|Olga Tellis v. Bombay Municipal Corporation|Maneka Gandhi v. Union of India|Vishaka v. State of Rajasthan,Minima iusto temporibus consequuntur. Veritatis atque accusantium maxime cupiditate consequuntur. Ipsum inventore ratione laboriosam. Voluptas ullam libero laudantium assumenda quos hic. Explicabo saepe cupiditate ducimus. Quae pariatur aliquid deserunt possimus. Hic unde et. Soluta facilis voluptate voluptas minima hic. Culpa accusamus tenetur nulla iure aliquam. Quia hic unde voluptas possimus officiis repudiandae.
206,Bhattacharyya vs Goda,"Arun Mishra, U. U. Lalit","05 August, 2017",,Labour Laws|Section 149 in The Indian Penal Code|Section 307 in The Indian Penal Code,1,A. R. Antulay v. R. S. Nayak|Aruna Shanbaug v. Union of India|Maneka Gandhi v. Union of India|MC Mehta v. Union of India,Maiores aut culpa soluta iure mollitia aliquid magnam. Est nesciunt quis atque quas tenetur. Distinctio officia facilis quae. Esse fugiat earum cupiditate dolorem sit et. Non reiciendis ullam repudiandae eum deleniti. Sunt aperiam consectetur molestiae laborum ipsum tenetur vitae. Sapiente sit dolores rem error. Aliquam temporibus dignissimos itaque amet praesentium. Illo dignissimos a. Praesentium fugiat magnam amet mollitia.
207,Sibal vs Jha,"R. F. Nariman, Kurian Joseph","29 December, 2017",,Corporate fraud,-1,Maneka Gandhi v. Union of India|Vishaka v. State of Rajasthan|Keshavananda Bharati v. State of Kerala|Aruna Shanbaug v. Union of India,Magnam molestias eum placeat ratione ad modi. Vel illum quo laborum inventore assumenda minus. Minus aliquid fugit molestiae. Ducimus nostrum eum vero dolor dolorem alias. Quae quidem perspiciatis facilis molestiae asperiores. Deserunt itaque pariatur atque nesciunt. Nesciunt cumque facere qui dolor. Recusandae amet dolorum ipsa excepturi harum.
208,Khosla vs Desai,Arun Mishra,"28 August, 2015",,Bail under CrPC|Consumer Protection Act|Section 302 in The Indian Penal Code,-1,Indira Nehru Gandhi v. Raj Narain|Olga Tellis v. Bombay Municipal Corporation|Vishaka v. State of Rajasthan,Distinctio esse quas corporis. Esse eaque quo quaerat deleniti quidem. Delectus veritatis autem reprehenderit repellat perferendis dolorem. Labore eos quasi rem illo vero qui. Atque eum placeat cupiditate accusamus dolore suscipit aliquid. Culpa velit nam sed et. Eveniet quis libero. Incidunt at quos explicabo nemo porro hic.
209,Dua vs Chauhan,"Arun Mishra, A. K. Sikri","19 March, 2023",,Section 498A in The Indian Penal Code|Contract breach|Section 307 in The Indian Penal Code,1,Navtej Singh Johar v. Union of India|Aruna Shanbaug v. Union of India|Vishaka v. State of Rajasthan,Eos ratione deleniti quae dolor harum accusamus. Nisi provident aliquam. Beatae fugit nam ipsam harum placeat illo. Est cupiditate excepturi excepturi. Sit temporibus officiis optio occaecati suscipit. Voluptatum recusandae vel labore natus totam. Minima incidunt nobis eveniet. Expedita omnis doloribus veniam voluptatum iure nisi dolores.
210,Sridhar vs Chandran,"D. Y. Chandrachud, N. V. Ramana","15 August, 2020",,Contract breach|Labour Laws|Defamation,1,S. P. Gupta v. President of India|MC Mehta v. Union of India,Cum itaque maiores labore sint perferendis. Aperiam perferendis rem rem doloremque tempore. Nemo iusto quasi. Nihil maxime atque quidem. Dignissimos necessitatibus odit possimus mollitia tempora dolor rerum. Nostrum aperiam ipsam soluta. Maxime deleniti recusandae veritatis consectetur incidunt qui. Nihil magni consequuntur accusamus. Quia nobis placeat perspiciatis quidem tempore. Quidem dignissimos inventore perspiciatis ullam soluta.
211,Balan vs Baria,"A. K. Sikri, Kurian Joseph, U. U. Lalit","20 September, 2017",,Bail under CrPC|Property dispute|Defamation,-1,S. P. Gupta v. President of India|Vishaka v. State of Rajasthan|Olga Tellis v. Bombay Municipal Corporation,Voluptates labore quasi nobis corporis. In sint adipisci minus laudantium quo nobis. Maxime aspernatur tenetur nam excepturi. Non voluptatem officiis quo officia. Totam quod error facere culpa beatae. Fugiat dolore facere aliquam debitis neque earum. Debitis quae minima culpa debitis at minima. Sed commodi error officiis. Repellendus dolor architecto tempora ea placeat corporis. Necessitatibus quas asperiores ipsa et.
212,Chadha vs Chaudhari,"D. Y. Chandrachud, Indu Malhotra, Kurian Joseph","21 December, 2021",,Section 302 in The Indian Penal Code|Section 149 in The Indian Penal Code,-1,Indira Nehru Gandhi v. Raj Narain|MC Mehta v. Union of India|Olga Tellis v. Bombay Municipal Corporation|Navtej Singh Johar v. Union of India,Molestias eaque asperiores omnis. Minus unde repellendus dolorem cumque praesentium vero reprehenderit. Architecto commodi laborum voluptatum perferendis omnis. Excepturi quam nostrum. Explicabo inventore quia illo reprehenderit eius. Architecto optio incidunt perspiciatis error totam quae. Doloribus sapiente voluptatum cupiditate voluptates et ipsa. Ullam occaecati quibusdam numquam esse dolorum fugit autem.
213,Varghese vs Hans,"Madan B. Lokur, D. Y. Chandrachud, Indu Malhotra","25 November, 2023",,Labour Laws,1,Indira Nehru Gandhi v. Raj Narain|MC Mehta v. Union of India,Esse delectus dignissimos veniam quae. Assumenda in adipisci minus optio. Cumque deserunt quam maxime fuga perspiciatis. Laudantium enim asperiores quos. Officia incidunt dolor dolor. Et dolorem saepe porro provident. Maiores nisi placeat esse. Doloremque aliquam consectetur aspernatur error repellat.
214,Das vs Kala,"U. U. Lalit, N. V. Ramana","22 October, 2018",,Consumer Protection Act,-1,MC Mehta v. Union of India|Maneka Gandhi v. Union of India,Exercitationem et debitis amet iure cum. Fuga sapiente sint consequatur repellat. Repudiandae iusto illo pariatur doloremque. Blanditiis optio vero. Magnam voluptate vel inventore non. Unde fugiat itaque. Fugit nostrum nesciunt officiis exercitationem fugiat quasi.
215,Shanker vs Ramanathan,"A. K. Sikri, Arun Mishra, Indu Malhotra","12 July, 2018",,Section 302 in The Indian Penal Code|Section 307 in The Indian Penal Code|Property dispute,-1,MC Mehta v. Union of India|Indira Nehru Gandhi v. Raj Narain|Vishaka v. State of Rajasthan,Aspernatur maiores inventore blanditiis quae mollitia. Veritatis est dolorem. Nulla eos suscipit illum unde. Odit qui accusantium quasi sit maxime. Accusantium natus optio iste. Quae recusandae temporibus voluptate eos veniam quasi. Voluptates libero facilis illum nesciunt error accusamus. Dolores totam illo error sint harum consequatur. Laborum ab blanditiis magni. Vel repellendus omnis eum cumque.
216,Rattan vs Trivedi,"Dipak Misra, D. Y. Chandrachud, A. K. Sikri","02 December, 2019",,Property dispute,1,Aruna Shanbaug v. Union of India|Olga Tellis v. Bombay Municipal Corporation,Iusto atque eaque magnam. Ullam quos rerum praesentium. Perspiciatis alias consequuntur. Laborum minima sed quis animi. Ipsam eius ipsum sunt occaecati. Architecto quod deserunt consequuntur fugit quas voluptates. Harum sunt ipsam vitae nemo placeat pariatur occaecati. Minus eveniet error suscipit. Delectus possimus eum magnam modi dolore quibusdam. Adipisci quasi in vero ea quas ut exercitationem.
217,Sachar vs Kala,"Kurian Joseph, Arun Mishra, Indu Malhotra","01 March, 2022",,Defamation|Property dispute|Section 307 in The Indian Penal Code,-1,Olga Tellis v. Bombay Municipal Corporation|S. P. Gupta v. President of India|A. R. Antulay v. R. S. Nayak,Tempore architecto aspernatur labore nam laborum facilis. Velit quae rerum ad tempore. Maiores cupiditate deserunt aut eligendi tenetur. Consequuntur quos ducimus enim voluptatum quibusdam expedita. Possimus rem quo porro reiciendis aliquid rerum. Modi harum libero illo maxime fuga natus.
218,Contractor vs Jain,"Madan B. Lokur, D. Y. Chandrachud, R. F. Nariman","13 January, 2021",,Defamation|Bail under CrPC,1,S. P. Gupta v. President of India,Necessitatibus repellat velit quisquam labore aliquam. Doloremque consequatur culpa ex eligendi ipsum. Quod voluptates deserunt culpa omnis fugiat. Corrupti ab facere dolor iste et dolor. Vel cumque hic excepturi. Nemo rerum quis eum assumenda nulla. Deleniti nesciunt harum tenetur unde esse laboriosam. Dolor eius quasi laboriosam voluptates. Saepe maxime eos iste quisquam soluta.
219,Dugar vs Gour,N. V. Ramana,"05 October, 2018",,Property dispute|Section 149 in The Indian Penal Code,1,Navtej Singh Johar v. Union of India|Olga Tellis v. Bombay Municipal Corporation|A. R. Antulay v. R. S. Nayak|Vishaka v. State of Rajasthan,Quo reiciendis dolor doloribus. Cumque laudantium praesentium. A necessitatibus sed eaque necessitatibus inventore voluptates labore. Amet in modi blanditiis magnam repellat. Placeat maiores tempora dolorem. Autem repellendus harum tempore officia. Amet esse molestiae sapiente.
220,Sharma vs Ahuja,U. U. Lalit,"24 May, 2016",,Property dispute|Bail under CrPC,1,S. P. Gupta v. President of India,Facere ullam error sapiente autem. Doloribus corporis error eligendi molestiae tempore neque eveniet. Officia reiciendis laborum laudantium enim sunt dignissimos. Qui assumenda magni nisi. Nemo iure ad natus temporibus veritatis ut quasi. Necessitatibus tempora in repellat atque ipsum omnis. Inventore rem quas laudantium voluptatem eius vitae.
221,Mand vs Borah,"A. K. Sikri, Arun Mishra","08 March, 2017",,Section 498A in The Indian Penal Code|Section 307 in The Indian Penal Code|Contract breach,-1,Maneka Gandhi v. Union of India|Keshavananda Bharati v. State of Kerala|Indira Nehru Gandhi v. Raj Narain,Cumque quia voluptatibus amet autem. Dolorem sunt animi occaecati labore laborum dolor. Recusandae sint in harum iste. Dolorem tempore numquam molestiae minus. Eveniet magnam est tempore vel dicta facilis. Hic exercitationem error placeat. Laudantium accusamus voluptatem non. Quae reiciendis id. Distinctio ipsum alias veritatis doloribus.
222,Randhawa vs Ganesh,"Dipak Misra, U. U. Lalit, N. V. Ramana","21 March, 2017",,Property dispute|Corporate fraud|Section 498A in The Indian Penal Code,1,Olga Tellis v. Bombay Municipal Corporation,Nihil molestiae nemo. Aliquid vero quibusdam praesentium occaecati repudiandae. Molestiae assumenda illum iste quae accusantium maxime. Quasi repellat beatae ex. Magni excepturi neque. Atque quos enim amet distinctio nobis exercitationem. Fuga tempora incidunt libero expedita. Facilis sequi occaecati vel necessitatibus. Voluptate facilis sequi atque.
223,Gupta vs Sen,"U. U. Lalit, Arun Mishra, R. F. Nariman","25 February, 2019",,Section 149 in The Indian Penal Code|Property dispute,-1,Maneka Gandhi v. Union of India|Indira Nehru Gandhi v. Raj Narain,Dolores eligendi nobis consectetur accusamus. Odit atque harum eaque. Harum error magni esse perspiciatis. Eius animi eveniet veniam quam voluptate. Consequatur aliquid quaerat praesentium. Facere culpa inventore est. Facilis deleniti vitae veritatis ducimus quas.
224,Balakrishnan vs Bumb,"Dipak Misra, Indu Malhotra","04 November, 2022",,Section 498A in The Indian Penal Code|Corporate fraud,1,Navtej Singh Johar v. Union of India|Aruna Shanbaug v. Union of India|MC Mehta v. Union of India,Id neque porro assumenda laudantium in. Sapiente modi suscipit possimus. In excepturi hic sapiente vitae. Aspernatur nisi beatae maiores consequatur voluptates. Et eveniet dolores. Laudantium dignissimos atque enim consequuntur. Ab eum in blanditiis commodi consectetur. Rerum accusamus molestiae aliquam possimus nam doloremque. Error deleniti consequatur corrupti beatae. Eaque maxime libero velit.
225,Sridhar vs Bhavsar,N. V. Ramana,"26 December, 2015",,Consumer Protection Act,-1,S. P. Gupta v. President of India|Navtej Singh Johar v. Union of India,Voluptatem aliquam natus velit. Nulla eaque temporibus quas culpa temporibus maxime excepturi. Reprehenderit animi maxime similique. Odit numquam alias occaecati laborum animi. Porro quas magnam incidunt neque dicta expedita. Labore repudiandae esse. Nostrum illum aut a quae provident. Officiis consequuntur eum laborum quaerat. Nobis perspiciatis voluptatum laborum delectus necessitatibus voluptatem. Distinctio illum maiores. Dolor sint distinctio alias dolor.
226,Chadha vs Chander,"N. V. Ramana, Dipak Misra, R. F. Nariman","09 October, 2015",,Bail under CrPC|Defamation|Property dispute,1,Navtej Singh Johar v. Union of India|Olga Tellis v. Bombay Municipal Corporation,Cupiditate blanditiis excepturi quia autem sint. Expedita dignissimos consequuntur velit quisquam quia animi. Voluptas accusamus possimus esse delectus. Error autem laborum itaque nesciunt nostrum aperiam. Eligendi blanditiis modi. Aperiam nobis corporis sed officia. Ex ducimus saepe beatae repudiandae. Vero commodi necessitatibus minus. Praesentium at corporis hic provident enim quam.
227,Borah vs Ahluwalia,U. U. Lalit,"15 March, 2019",,Contract breach,1,Vishaka v. State of Rajasthan|MC Mehta v. Union of India|Keshavananda Bharati v. State of Kerala,Laboriosam a veritatis distinctio fuga adipisci. Quam ipsa voluptates architecto consequatur a nam error. Sit quibusdam corporis ea. Iure itaque nemo earum nihil. Doloremque excepturi tempore. Laborum voluptatibus dolores sint aliquam. Eum cupiditate quibusdam temporibus amet dolores perspiciatis ea. Facere quaerat nesciunt minus. Molestiae odit modi voluptas.
228,Dhillon vs Raju,Arun Mishra,"04 February, 2015",,Corporate fraud,-1,MC Mehta v. Union of India|Indira Nehru Gandhi v. Raj Narain|A. R. Antulay v. R. S. Nayak,Quasi facere nam suscipit tempore illum eum. Numquam minima cupiditate placeat expedita illo. Et doloremque tempora accusamus. Autem modi eligendi occaecati aspernatur. In quisquam cupiditate culpa rerum omnis suscipit porro. Minima exercitationem nulla maxime. Minima natus quasi voluptatibus. Dignissimos at officia quae quod. Sunt iure quaerat exercitationem quae vitae. Cupiditate perferendis nesciunt officia incidunt.
229,Char vs Bhatti,"U. U. Lalit, A. K. Sikri","10 April, 2023",,Section 302 in The Indian Penal Code|Property dispute,1,Navtej Singh Johar v. Union of India,Rem at doloremque quidem error in. Laboriosam saepe nemo minima ratione corrupti enim. Earum itaque aut. Atque eos vitae. Incidunt vero quis distinctio. Quae magnam cupiditate beatae architecto.
230,Gara vs Sinha,A. K. Sikri,"19 April, 2016",,Labour Laws|Section 302 in The Indian Penal Code,-1,Keshavananda Bharati v. State of Kerala|Navtej Singh Johar v. Union of India,Accusantium itaque est. Odit eum culpa repellendus sit illo repellat. Vero architecto quo libero. Quia optio officia officiis dolor enim. Deleniti esse rerum ea porro. Ab distinctio officiis. In ut tenetur esse ea. Nesciunt dolorem aliquid facilis. Voluptate porro quod suscipit hic aspernatur.
231,Sankaran vs Bakshi,"Arun Mishra, R. F. Nariman, U. U. Lalit","30 April, 2024",,Contract breach|Corporate fraud|Defamation,-1,S. P. Gupta v. President of India|Aruna Shanbaug v. Union of India|A. R. Antulay v. R. S. Nayak,Rerum doloribus reprehenderit vero consectetur optio. Culpa sunt consequuntur doloribus asperiores harum sint esse. Occaecati impedit beatae dolorum cumque quis consequatur quos. Sunt aliquam quibusdam labore asperiores error quam. Reiciendis quod fugiat hic minima magnam necessitatibus. Quas architecto nobis illum voluptatum autem inventore. Dolore ullam minus vitae veniam labore fugit quibusdam. Praesentium nemo iste praesentium eveniet eveniet alias. Nostrum qui sint harum quis vel.
232,Dey vs Bhattacharyya,"A. K. Sikri, Dipak Misra, U. U. Lalit","23 November, 2014",,Property dispute|Corporate fraud|Defamation,-1,Navtej Singh Johar v. Union of India,Eum modi sunt perferendis saepe. Reiciendis at velit sit recusandae modi omnis. Sed aspernatur tempore illum. Sapiente eum fuga recusandae totam quasi. Similique atque repudiandae occaecati fuga nesciunt. Blanditiis blanditiis debitis dolorem. Facilis velit quia laboriosam distinctio corrupti illo. Perspiciatis repellendus quaerat tenetur. Eius animi quaerat itaque in quia nam.
233,Sathe vs Sani,"N. V. Ramana, D. Y. Chandrachud, R. F. Nariman","18 June, 2018",,Corporate fraud|Bail under CrPC,-1,Aruna Shanbaug v. Union of India|Olga Tellis v. Bombay Municipal Corporation,Laborum aliquam laudantium veritatis porro error minima quam. Deleniti iste facilis laboriosam excepturi quo. Modi illo iusto dolor dignissimos quaerat dolores. Dicta eaque at eveniet incidunt officiis similique. Quibusdam mollitia quas. Officiis nisi incidunt vero. Est itaque porro molestiae velit. Quas aperiam error repudiandae unde error. Dolore necessitatibus sint nobis magni recusandae.
234,Handa vs Sama,"R. F. Nariman, Kurian Joseph, N. V. Ramana","27 September, 2022",,Corporate fraud|Section 498A in The Indian Penal Code,-1,Keshavananda Bharati v. State of Kerala,Quo quod quo facilis quas ipsum quae eligendi. Ipsam maxime qui voluptatem laudantium eius. Dolorem ducimus magnam accusamus fugiat. Reiciendis eaque et impedit. Voluptas architecto adipisci corporis. Impedit ad illo aliquid ut quaerat quasi. Magnam temporibus tenetur ullam nostrum nam. Assumenda odio similique illum. Qui quod ea modi possimus. Dicta tempore maiores quasi sapiente ad ratione. Nostrum dolore quasi explicabo. Voluptatem eaque vel minima ea magni rem.
235,Sule vs Bhatt,"D. Y. Chandrachud, Kurian Joseph, R. F. Nariman","07 November, 2016",,Section 498A in The Indian Penal Code,1,Vishaka v. State of Rajasthan,Molestiae repellat deleniti labore odit dolore. Labore ut expedita voluptas. Adipisci eos impedit. Eaque mollitia molestiae quae tempora. Ullam distinctio a aut quos. Non voluptates molestias aliquam fuga earum. Excepturi similique saepe optio molestias odio error. Labore id asperiores excepturi. Omnis aut inventore ducimus at dolores.
236,Kade vs Din,Arun Mishra,"15 July, 2019",,Corporate fraud,1,Maneka Gandhi v. Union of India,Sunt corporis nemo. Sapiente tenetur suscipit eligendi occaecati. Incidunt tenetur illo nihil laboriosam asperiores fuga. Corrupti amet nulla nulla. Sed quas nemo perspiciatis ut. Quae non velit tenetur incidunt similique. Consectetur placeat ipsam eos inventore asperiores. Molestias sunt fuga suscipit earum. Maxime deserunt rem dolore.
237,Atwal vs Ben,Dipak Misra,"22 February, 2016",,Property dispute|Labour Laws,-1,Aruna Shanbaug v. Union of India|Olga Tellis v. Bombay Municipal Corporation|Indira Nehru Gandhi v. Raj Narain,Architecto eaque nobis doloremque. Illo perferendis architecto quod. Inventore aut vero atque molestiae. Illo soluta quas nam. Ea sunt dolor itaque. Inventore quas perferendis iusto. Debitis aspernatur sint debitis cupiditate reiciendis dolorum. Quam deleniti vel reiciendis a nostrum ea. Accusamus consequatur deserunt et possimus cumque impedit.
238,Sem vs Bhargava,"A. K. Sikri, Madan B. Lokur, Indu Malhotra","11 December, 2016",,Property dispute|Defamation,1,Maneka Gandhi v. Union of India,Odit corporis consequatur commodi repudiandae quidem iure. Excepturi vel hic. Porro tempore et inventore molestiae. Praesentium quibusdam labore deserunt excepturi. Sed tenetur nesciunt quod reiciendis magnam. Repudiandae accusamus aut earum ex quia. Consectetur maiores dolor voluptas ratione non. Labore quia ipsa blanditiis possimus. Mollitia nemo corporis architecto consectetur. Eaque ad voluptatem veniam minus porro.
239,Anne vs Kumar,"D. Y. Chandrachud, Indu Malhotra","08 December, 2015",,Property dispute|Section 498A in The Indian Penal Code,-1,Maneka Gandhi v. Union of India|Vishaka v. State of Rajasthan|Navtej Singh Johar v. Union of India|S. P. Gupta v. President of India,Odit a magnam veniam fuga. Dolore commodi sed dolorum odio impedit. Eius eligendi atque blanditiis dicta. Commodi officiis unde neque repellendus dolore. Id quibusdam porro quibusdam cumque omnis laborum. Incidunt molestias laudantium praesentium magni. Non nemo cumque repellat beatae esse. Corporis sed eveniet ab eum mollitia. Modi incidunt facilis veniam sint dolorum saepe. Aut beatae fugit animi repellat. Voluptate iste sunt eveniet quo eaque. Eius libero nisi tempora.
240,Aurora vs Bali,"Madan B. Lokur, R. F. Nariman","02 October, 2016",,Labour Laws,-1,S. P. Gupta v. President of India|Keshavananda Bharati v. State of Kerala,Alias accusamus facilis voluptates. Nulla culpa autem quia exercitationem enim cum. Sit consequuntur aspernatur ad animi consectetur iure deserunt. Repudiandae reprehenderit in quidem aspernatur excepturi. Doloribus commodi recusandae explicabo. Eos ex quidem pariatur molestiae eaque. Deserunt at modi occaecati. Cupiditate molestias quos corporis necessitatibus harum. Incidunt commodi quasi consequuntur enim culpa rem sit. Aliquam blanditiis error in amet quaerat. Fugit laudantium enim accusantium dolores.
241,Reddy vs Keer,"Kurian Joseph, Dipak Misra","15 July, 2023",,Section 498A in The Indian Penal Code|Corporate fraud,1,Keshavananda Bharati v. State of Kerala,Iste eveniet fugit officia commodi velit. Rerum quis id soluta aliquam. Totam minima quod velit eaque omnis. Iste reiciendis cumque molestiae omnis magni. Quas alias exercitationem ex veniam vero itaque. Modi magnam alias labore. Incidunt quam accusantium totam iusto.
242,Kumar vs Vig,"D. Y. Chandrachud, R. F. Nariman","27 May, 2022",,Defamation,1,S. P. Gupta v. President of India|Vishaka v. State of Rajasthan|Olga Tellis v. Bombay Municipal Corporation,Assumenda saepe quidem. Aliquid sequi ipsa illum. Asperiores excepturi tempora reiciendis nostrum sapiente magni ea. Necessitatibus dolorem facilis consequuntur vel. Excepturi nihil corporis. Excepturi quam nulla architecto. Deleniti dolore dolorem cumque reprehenderit suscipit. Libero ab provident laborum commodi. Aspernatur delectus non beatae. Error doloribus ducimus.
243,Dar vs Vaidya,"Madan B. Lokur, A. K. Sikri","22 June, 2019",,Section 302 in The Indian Penal Code|Corporate fraud|Labour Laws,-1,MC Mehta v. Union of India|A. R. Antulay v. R. S. Nayak,At et occaecati reprehenderit iste quos maiores. Corporis maxime corporis facere sint. Quam quaerat pariatur architecto eos. Hic pariatur deleniti. Minus commodi ullam quo numquam dicta. Dolorem optio dolores tenetur soluta maxime repudiandae. Beatae corrupti reprehenderit ex sapiente tenetur quis. Qui sed commodi incidunt. Quibusdam aspernatur eligendi ad maxime fuga mollitia. Expedita impedit fugit.
244,Raja vs Gour,"Arun Mishra, Kurian Joseph","25 April, 2021",,Section 498A in The Indian Penal Code|Section 307 in The Indian Penal Code|Labour Laws,-1,Olga Tellis v. Bombay Municipal Corporation|S. P. Gupta v. President of India|MC Mehta v. Union of India,Incidunt aliquam nihil itaque deserunt maxime. Necessitatibus ad libero esse voluptates. Unde repellendus numquam tempora. Quae commodi sunt cupiditate architecto enim nam. Molestiae omnis dolorem minima nobis voluptates aliquam. Porro dolor architecto eum non aut natus. Explicabo nisi quia numquam itaque itaque excepturi cum. Corporis occaecati harum autem excepturi aliquam amet odit. Nesciunt rerum rerum architecto. Ad odio totam necessitatibus. Esse magnam cumque ea id.
